frame,joint0_x,joint0_y,joint0_z,joint1_x,joint1_y,joint1_z,joint2_x,joint2_y,joint2_z,joint3_x,joint3_y,joint3_z,joint4_x,joint4_y,joint4_z,joint5_x,joint5_y,joint5_z,joint6_x,joint6_y,joint6_z,joint7_x,joint7_y,joint7_z,joint8_x,joint8_y,joint8_z,joint9_x,joint9_y,joint9_z,joint10_x,joint10_y,joint10_z,joint11_x,joint11_y,joint11_z,joint12_x,joint12_y,joint12_z,joint13_x,joint13_y,joint13_z,joint14_x,joint14_y,joint14_z,joint15_x,joint15_y,joint15_z,joint16_x,joint16_y,joint16_z,joint17_x,joint17_y,joint17_z,joint18_x,joint18_y,joint18_z,joint19_x,joint19_y,joint19_z,joint20_x,joint20_y,joint20_z,joint21_x,joint21_y,joint21_z,joint22_x,joint22_y,joint22_z,joint23_x,joint23_y,joint23_z
78,-0.58252776,0.005451843,7.068384,-0.5128002,0.0869157,7.103726,-0.62404424,0.10202532,7.0335803,-0.6158497,-0.09437835,7.0941873,-0.26014295,0.30833805,6.9257874,-0.62216514,0.39344034,6.778761,-0.6177216,-0.22067615,7.044924,-0.48197043,0.58956164,7.1038175,-0.60588306,0.71017146,7.022383,-0.6231507,-0.2719508,7.020086,-0.4025109,0.6892323,7.0665274,-0.57056653,0.7927294,6.924423,-0.7049137,-0.4676574,6.9967117,-0.6126641,-0.4123398,7.0502033,-0.7377088,-0.352611,6.9857607,-0.68151045,-0.5338619,6.950749,-0.5637848,-0.4903816,7.0461183,-0.79078174,-0.33981562,6.9050016,-0.46085602,-0.7129175,6.9602723,-0.6073517,-0.20309883,6.797774,-0.60584974,-0.83417004,6.8024135,-0.42154646,-0.37399644,6.820253,-0.6844176,-0.8624577,6.8034053,-0.38213468,-0.44540673,6.803507
79,-0.57638115,0.00778687,7.061196,-0.50634116,0.088902965,7.0967193,-0.61789036,0.10465144,7.0272017,-0.60975796,-0.09214614,7.0865254,-0.25326273,0.30705285,6.9153695,-0.61719924,0.39426208,6.7703276,-0.61123556,-0.21796767,7.036045,-0.4704256,0.5946258,7.0889525,-0.5976775,0.7139548,7.009808,-0.6165531,-0.26913553,7.010964,-0.38825038,0.69096655,7.048899,-0.56140894,0.79422563,6.9103074,-0.6973422,-0.46515226,6.986815,-0.60522413,-0.4096219,7.040313,-0.7307847,-0.35022748,6.9765677,-0.67333615,-0.5314188,6.941254,-0.55515575,-0.48685265,7.0353165,-0.78356254,-0.33666217,6.895741,-0.45426005,-0.70975053,6.948008,-0.59980524,-0.20025305,6.788682,-0.5950469,-0.8360261,6.7902794,-0.40842968,-0.36542618,6.806796,-0.67270905,-0.86667943,6.788537,-0.36789364,-0.4357983,6.7884183
80,-0.5661286,0.010351285,7.061599,-0.49634367,0.091171384,7.09828,-0.60771143,0.10753245,7.028613,-0.5993997,-0.089930415,7.0856576,-0.24119553,0.30858833,6.9189615,-0.60946035,0.39846832,6.773246,-0.59972256,-0.21484745,7.032959,-0.4537245,0.60348326,7.085867,-0.58707625,0.7177093,7.0130787,-0.604797,-0.26567456,7.0071454,-0.3690335,0.69659555,7.043486,-0.550655,0.79831195,6.9139023,-0.6859134,-0.46116692,6.9800253,-0.59418106,-0.4065081,7.0350614,-0.71891123,-0.34603494,6.9707036,-0.6617148,-0.52749324,6.934654,-0.54518354,-0.48444128,7.030365,-0.7710588,-0.3312018,6.889691,-0.4446122,-0.70906246,6.947197,-0.58678436,-0.19252154,6.7865086,-0.5799074,-0.8388953,6.787562,-0.39295527,-0.35502297,6.8025856,-0.6569629,-0.870644,6.7822175,-0.35085002,-0.42452586,6.7844296
81,-0.55413413,0.013703719,7.068384,-0.48406202,0.094528854,7.104502,-0.59567124,0.11084075,7.0352116,-0.58749056,-0.08643079,7.0929327,-0.22642407,0.3091945,6.9254293,-0.60221815,0.40418518,6.7826934,-0.5877329,-0.21152666,7.04066,-0.43096244,0.61316323,7.085916,-0.5734952,0.7236093,7.021605,-0.5928364,-0.26236293,7.01487,-0.34315646,0.70254767,7.041881,-0.5416932,0.8032663,6.920103,-0.67452383,-0.45757696,6.987461,-0.5828385,-0.40322372,7.0428762,-0.7070745,-0.34233245,6.9779596,-0.65053177,-0.5247022,6.9431677,-0.53427505,-0.4814169,7.037996,-0.7583159,-0.3264667,6.896565,-0.43616632,-0.7069372,6.9543214,-0.5739994,-0.18560115,6.796464,-0.56702185,-0.8446052,6.797576,-0.37352312,-0.3401269,6.809346,-0.64268005,-0.8794068,6.7913494,-0.3280051,-0.4075373,6.7915387
82,-0.5483265,0.012673661,7.072907,-0.47811568,0.093391925,7.108995,-0.5898208,0.109886035,7.0399017,-0.5817426,-0.08745301,7.0974064,-0.21916714,0.3082053,6.9320016,-0.5975926,0.40376264,6.7880383,-0.5817732,-0.2123431,7.044643,-0.41939202,0.61547244,7.0916443,-0.5682455,0.7239468,7.025854,-0.5867717,-0.26304373,7.018567,-0.3303523,0.7038729,7.048103,-0.5361695,0.8035496,6.924396,-0.667645,-0.45843655,6.9900403,-0.5758781,-0.40408176,7.0453196,-0.7008405,-0.34328455,6.981722,-0.64405006,-0.5258344,6.945948,-0.5261952,-0.48145902,7.038934,-0.7521012,-0.3262214,6.9005823,-0.43001464,-0.7071783,6.9535747,-0.56714237,-0.1846174,6.8027334,-0.5552135,-0.84780747,6.7948503,-0.36405045,-0.335685,6.8156605,-0.62965894,-0.8845783,6.7859135,-0.3175242,-0.40230203,6.7974772
83,-0.5389485,0.015099525,7.0853376,-0.46851462,0.09563674,7.1213956,-0.5809384,0.1125117,7.0535717,-0.57194585,-0.0852889,7.1093283,-0.20999414,0.30937466,6.942485,-0.592059,0.40775162,6.803434,-0.5716437,-0.20934151,7.0546255,-0.40078974,0.62307626,7.101158,-0.55871344,0.7258563,7.043503,-0.576588,-0.2597127,7.027909,-0.30994517,0.70915544,7.0567036,-0.5267086,0.8061048,6.9425316,-0.6573009,-0.45497024,6.9980335,-0.565012,-0.4010287,7.0528464,-0.6908883,-0.33981746,6.9914875,-0.63450795,-0.5224723,6.9536796,-0.51473176,-0.47781056,7.044312,-0.74252075,-0.32177633,6.910796,-0.4198714,-0.7035903,6.957645,-0.5562679,-0.17964642,6.8162193,-0.54209465,-0.8491479,6.801059,-0.34907627,-0.3248697,6.8309417,-0.6149947,-0.8883486,6.78997,-0.30075437,-0.39073336,6.814813
84,-0.52755105,0.017481342,7.0845165,-0.45661783,0.09757483,7.1205835,-0.56949776,0.1152233,7.0537214,-0.560656,-0.082972765,7.10808,-0.19736111,0.30898103,6.939976,-0.5833247,0.41339082,6.8072176,-0.5602977,-0.20676449,7.05279,-0.37706143,0.6336645,7.089232,-0.54432887,0.7315974,7.046298,-0.56489444,-0.25688022,7.0255365,-0.28342903,0.7152674,7.0421944,-0.5140198,0.81276035,6.945535,-0.6441045,-0.4524646,6.9938326,-0.55218065,-0.39833823,7.049075,-0.6786028,-0.33752105,6.988451,-0.6211623,-0.5200597,6.949698,-0.5012404,-0.4745653,7.0395403,-0.7301489,-0.31870416,6.9078817,-0.40832937,-0.7019135,6.954885,-0.54441875,-0.17499635,6.8146715,-0.52260613,-0.85277736,6.797323,-0.32874018,-0.30788502,6.822304,-0.5935159,-0.89427626,6.7823653,-0.27666798,-0.36996827,6.8031383
85,-0.5215159,0.019274384,7.0953484,-0.4503714,0.0990407,7.131723,-0.56336105,0.11726132,7.0652003,-0.5547419,-0.08125679,7.1184072,-0.19120356,0.3109222,6.9515457,-0.5788262,0.4171914,6.8209424,-0.5539856,-0.20465545,7.062249,-0.36533624,0.63903457,7.0998993,-0.53618526,0.7347354,7.0602813,-0.5583207,-0.25461608,7.03467,-0.27020514,0.7188985,7.0528846,-0.50740653,0.8170992,6.9600453,-0.6366817,-0.45027035,7.0013304,-0.5452635,-0.39617008,7.0574307,-0.67153805,-0.33541292,6.99644,-0.61369145,-0.5177167,6.956993,-0.49393478,-0.47210068,7.0476174,-0.7220987,-0.31605107,6.9153767,-0.40154916,-0.70043075,6.9650564,-0.53646636,-0.16936804,6.826717,-0.51519346,-0.8553254,6.810987,-0.31957144,-0.29994923,6.838551,-0.5860587,-0.8970937,6.7965784,-0.2661986,-0.36121923,6.820372
86,-0.50942063,0.021905378,7.081376,-0.43822646,0.10159099,7.1178303,-0.55165124,0.11999209,7.0521026,-0.5422969,-0.07884076,7.103994,-0.18015045,0.30873585,6.9307117,-0.56802976,0.41986728,6.807837,-0.5409331,-0.20144448,7.046132,-0.34438282,0.6429356,7.0767493,-0.52160335,0.7359878,7.048353,-0.5451611,-0.2511453,7.018071,-0.24666739,0.7189002,7.028587,-0.49482635,0.818002,6.9472795,-0.6231896,-0.44645682,6.9820495,-0.53209,-0.39294723,7.039224,-0.6581224,-0.33157822,6.9783454,-0.59956217,-0.5122613,6.9356294,-0.480698,-0.46890315,7.029953,-0.70871747,-0.31081674,6.8976507,-0.3910118,-0.69972515,6.951444,-0.5251017,-0.16124126,6.8096266,-0.5026895,-0.8581605,6.7995524,-0.30497432,-0.28649232,6.8191657,-0.5718153,-0.90217745,6.7834835,-0.25002393,-0.34618488,6.8004465
87,-0.49520922,0.025658071,7.0593853,-0.42322677,0.105109766,7.094787,-0.5373939,0.1238679,7.0304604,-0.5282199,-0.07490645,7.0826077,-0.16659325,0.30475044,6.897788,-0.55457723,0.42134166,6.7833304,-0.5270985,-0.19758351,7.024896,-0.31811917,0.644842,7.043961,-0.50327677,0.73886794,7.0209875,-0.53121144,-0.24725153,6.99676,-0.21802092,0.71553177,6.992757,-0.48062548,0.8191345,6.91753,-0.6079503,-0.44301778,6.960438,-0.51715696,-0.38900226,7.017624,-0.6436654,-0.32837188,6.9569926,-0.5833204,-0.5083367,6.913853,-0.4647761,-0.46421868,7.0078697,-0.69370157,-0.30691224,6.8761325,-0.37620375,-0.695493,6.929427,-0.5121824,-0.15494706,6.7878532,-0.48420534,-0.86223584,6.783903,-0.28786832,-0.272914,6.786477,-0.55114543,-0.90933543,6.767328,-0.23223662,-0.3306951,6.764125
88,-0.4874494,0.027924761,7.0597625,-0.41521835,0.1073226,7.0947766,-0.5298368,0.12617844,7.0312862,-0.52029586,-0.07267529,7.0830636,-0.16022256,0.30428368,6.8930116,-0.54838026,0.42379355,6.784425,-0.5189169,-0.19517756,7.0249877,-0.3037395,0.64745015,7.0400777,-0.49584448,0.74025434,7.0232306,-0.5230075,-0.24483687,6.996833,-0.20342588,0.7165187,6.987113,-0.47384843,0.8209539,6.9199686,-0.5995872,-0.44069755,6.960684,-0.5087628,-0.3865664,7.017711,-0.6354347,-0.32609218,6.957266,-0.57493395,-0.50598484,6.9140673,-0.45622286,-0.46166956,7.007941,-0.6852828,-0.3040383,6.8764496,-0.36875975,-0.69356954,6.930103,-0.5039902,-0.1504929,6.790469,-0.47321203,-0.8626057,6.7846336,-0.27789688,-0.26497144,6.7870955,-0.53936625,-0.91037357,6.766859,-0.22179195,-0.32227492,6.764697
89,-0.47667438,0.030773938,7.0534863,-0.40412578,0.1102014,7.087769,-0.5190709,0.12897652,7.024848,-0.5095431,-0.069679126,7.0773826,-0.15096658,0.3054284,6.882045,-0.53861326,0.42535317,6.776578,-0.5076098,-0.19199865,7.0189385,-0.28414676,0.6564607,7.0199876,-0.4828293,0.7445466,7.010969,-0.51168597,-0.24169983,6.9908557,-0.18263024,0.7208875,6.963577,-0.45966578,0.82575244,6.9083614,-0.58801305,-0.4375493,6.954117,-0.49734384,-0.3834635,7.011433,-0.6239637,-0.32297045,6.950897,-0.56281483,-0.5025966,6.907456,-0.444954,-0.45872504,7.0020847,-0.6738446,-0.30015153,6.870314,-0.35672516,-0.6913809,6.927432,-0.493314,-0.1448798,6.785844,-0.456209,-0.86307913,6.7815986,-0.264601,-0.2534411,6.774025,-0.52069616,-0.9121526,6.7614174,-0.20706898,-0.30846173,6.749613
90,-0.463561,0.033005908,7.050676,-0.3904372,0.11222108,7.08422,-0.50649995,0.13139048,7.023508,-0.49595952,-0.06763175,7.074437,-0.13681057,0.30675054,6.8784103,-0.52955115,0.43060783,6.7789745,-0.49397823,-0.18948445,7.0150275,-0.2601838,0.66425955,7.0086226,-0.4691626,0.7500142,7.01193,-0.49793616,-0.23892948,6.9864793,-0.1572114,0.7236078,6.949352,-0.44754162,0.8325074,6.910015,-0.57288724,-0.43505254,6.9483914,-0.48195672,-0.38078597,7.0051203,-0.6099726,-0.32079825,6.9470687,-0.5477688,-0.49994907,6.901479,-0.4292557,-0.4555864,6.9939895,-0.66054785,-0.29660913,6.867322,-0.33929932,-0.68801975,6.920718,-0.48127702,-0.13952732,6.7835183,-0.43298012,-0.86801887,6.7811866,-0.24835971,-0.2377601,6.7652225,-0.49656612,-0.9193145,6.763876,-0.18922561,-0.2900693,6.738764
91,-0.45504993,0.03215359,7.02687,-0.38132676,0.11103217,7.0598907,-0.49795556,0.1307577,7.000456,-0.48752004,-0.06845456,7.0506587,-0.12724513,0.30324522,6.8524723,-0.52569735,0.43441534,6.7619567,-0.48607332,-0.1897909,6.990186,-0.24484572,0.666891,6.970459,-0.45836908,0.75402546,6.9927206,-0.48994717,-0.23888049,6.9610195,-0.13899764,0.721971,6.9121413,-0.4387996,0.8389867,6.8924317,-0.56478584,-0.4347877,6.921622,-0.47373226,-0.3808608,6.978477,-0.6020149,-0.3205728,6.9213324,-0.53944486,-0.49894077,6.8738146,-0.42075866,-0.45531094,6.966337,-0.65233654,-0.2959894,6.841546,-0.33042467,-0.68800706,6.8943753,-0.47341585,-0.13950953,6.755888,-0.4227875,-0.87163544,6.758749,-0.24034797,-0.23735622,6.7374415,-0.4844619,-0.9256903,6.742988,-0.17979231,-0.28861928,6.7121773
92,-0.44511762,0.0352668,7.0552464,-0.37089407,0.11410414,7.087229,-0.48770854,0.1338242,7.028157,-0.47792193,-0.06498122,7.0800743,-0.11657116,0.30384314,6.877837,-0.5194346,0.43842605,6.7913656,-0.4768916,-0.18683827,7.0206494,-0.22432077,0.67512196,6.980458,-0.4474273,0.757646,7.021255,-0.4808082,-0.23608589,6.9917564,-0.11840209,0.72781026,6.920094,-0.428524,0.8461176,6.923917,-0.555831,-0.4319601,6.9525456,-0.46483067,-0.3780566,7.009508,-0.59290004,-0.3176943,6.951965,-0.5308024,-0.4967643,6.905457,-0.41102436,-0.451845,6.996996,-0.64235806,-0.29290402,6.871704,-0.32186234,-0.6854814,6.9266376,-0.46273363,-0.1365006,6.7873898,-0.40824506,-0.8757406,6.7963142,-0.22598143,-0.22283518,6.7603784,-0.46673524,-0.9327194,6.77881,-0.16458902,-0.27034092,6.7302566
93,-0.43361723,0.039216474,7.059842,-0.3593252,0.11792305,7.091987,-0.47590128,0.1378394,7.0325117,-0.46672413,-0.060933203,7.084665,-0.10263091,0.30611002,6.884094,-0.5081027,0.44363812,6.797333,-0.46456516,-0.18261772,7.024918,-0.20319608,0.679806,6.985222,-0.42968273,0.76457024,7.0226955,-0.4681039,-0.23190078,6.9960365,-0.09622219,0.72961307,6.924276,-0.40861377,0.85146534,6.924387,-0.54154205,-0.42817774,6.955852,-0.45142198,-0.37379506,7.013751,-0.57930696,-0.31414124,6.95507,-0.5158275,-0.49304804,6.909227,-0.39686218,-0.4470977,7.001653,-0.6277964,-0.2891132,6.874294,-0.3089939,-0.68190956,6.933619,-0.449272,-0.13001236,6.792735,-0.38874495,-0.87615037,6.804953,-0.20932756,-0.20804814,6.7688193,-0.44417378,-0.93595254,6.7869134,-0.14720485,-0.25508484,6.7394686
94,-0.42591646,0.040562376,7.051643,-0.3512636,0.11897391,7.0836725,-0.46778426,0.13934328,7.0242424,-0.45944694,-0.0594182,7.0765786,-0.09448162,0.3049101,6.873872,-0.5003264,0.444026,6.7876654,-0.4571305,-0.18090877,7.0164437,-0.19322264,0.67985594,6.97213,-0.4172709,0.7660448,7.0097947,-0.46048015,-0.23003393,6.9872723,-0.08533648,0.72658503,6.91036,-0.3975599,0.85142183,6.909887,-0.533105,-0.4261334,6.944808,-0.44369188,-0.37202966,7.004049,-0.57109153,-0.31216824,6.9445295,-0.50684774,-0.49051774,6.897813,-0.3888839,-0.44517422,6.992118,-0.618346,-0.28618205,6.863325,-0.3024597,-0.6808477,6.9252224,-0.43941033,-0.12635636,6.7841187,-0.37836933,-0.8766457,6.7965927,-0.19823489,-0.20110324,6.76216,-0.43153524,-0.93815625,6.777516,-0.13474241,-0.24651515,6.7331834
95,-0.41365042,0.04415159,7.0507894,-0.33884817,0.12263572,7.0822883,-0.4558783,0.14290105,7.023832,-0.4468367,-0.05590096,7.0758963,-0.08315238,0.30706054,6.8698435,-0.4922213,0.44896156,6.789598,-0.44383386,-0.17703986,7.0150867,-0.17322125,0.6862909,6.9596257,-0.40074366,0.7711655,7.0081205,-0.44693717,-0.22603068,6.985663,-0.064480156,0.7290399,6.896487,-0.38366714,0.85673046,6.9078894,-0.51875496,-0.42188138,6.940748,-0.42996332,-0.36814082,7.0012407,-0.55699944,-0.30800313,6.9412255,-0.49197325,-0.48508054,6.8924584,-0.37613297,-0.44212043,6.9900293,-0.6042253,-0.2819262,6.8600335,-0.28961977,-0.67907685,6.927954,-0.42800838,-0.11795446,6.783243,-0.36264876,-0.8755904,6.798749,-0.18494684,-0.18620875,6.7609425,-0.4141691,-0.93776864,6.777451,-0.11904389,-0.22827744,6.7323036
96,-0.40064782,0.048358694,7.04531,-0.32579756,0.12687649,7.0766106,-0.44290033,0.14707704,7.018277,-0.43381187,-0.051657557,7.0705905,-0.07073462,0.30687383,6.859655,-0.4788623,0.45326573,6.784152,-0.4300195,-0.17297381,7.0101795,-0.1481728,0.69135207,6.938197,-0.3861606,0.7742579,7.0039387,-0.4326118,-0.22187963,6.9805655,-0.038771927,0.72741807,6.8720965,-0.36819056,0.859197,6.9033318,-0.50227815,-0.41814336,6.934092,-0.4141966,-0.3639125,6.9951825,-0.5417074,-0.304675,6.9352784,-0.4754204,-0.48127005,6.8857493,-0.35986078,-0.43728563,6.9825172,-0.5887053,-0.27851793,6.8539796,-0.27554524,-0.67327785,6.9140725,-0.41556877,-0.10929239,6.7817135,-0.34252703,-0.87288,6.7863336,-0.16978894,-0.16663003,6.7584844,-0.38962448,-0.9386132,6.7654753,-0.10168496,-0.20374405,6.7281933
97,-0.39424896,0.050274476,7.039843,-0.3193982,0.1285918,7.0716405,-0.43655825,0.14916933,7.0135546,-0.4273573,-0.049931645,7.064435,-0.064581275,0.3078517,6.853788,-0.47347426,0.4540247,6.7778435,-0.42339352,-0.1706889,7.0029254,-0.13665926,0.69229627,6.93743,-0.3786658,0.7743699,6.9976754,-0.42581484,-0.21932566,6.9728575,-0.02658549,0.7272413,6.871846,-0.36077023,0.8592197,6.89698,-0.494965,-0.4151739,6.9239254,-0.4073314,-0.3614819,6.986126,-0.5345292,-0.30176598,6.9260316,-0.467948,-0.47854513,6.8759933,-0.35298598,-0.43480927,6.973239,-0.5808239,-0.27453554,6.844682,-0.2697313,-0.6714238,6.905649,-0.40720588,-0.10304266,6.7792387,-0.33523232,-0.87325776,6.7806797,-0.16029622,-0.1576742,6.76233,-0.3811642,-0.93997765,6.760362,-0.09063244,-0.19350147,6.7341075
98,-0.38212574,0.053537056,7.0232735,-0.306943,0.13195962,7.054011,-0.42468014,0.15233926,6.997032,-0.41500247,-0.04656607,7.0485854,-0.053311974,0.30806953,6.83224,-0.46215433,0.45353407,6.7567477,-0.4106017,-0.16704068,6.986553,-0.11465973,0.6950667,6.912605,-0.36278364,0.7746941,6.973352,-0.41283867,-0.21548235,6.9561577,-0.003744483,0.72472405,6.845845,-0.34728247,0.85889053,6.8717155,-0.48070115,-0.4115739,6.9064045,-0.3930206,-0.35756272,6.9682612,-0.52122307,-0.2985314,6.9096437,-0.45398694,-0.47538233,6.8588843,-0.33813357,-0.43014395,6.953572,-0.5676025,-0.27062333,6.8285723,-0.25652245,-0.6656126,6.880222,-0.39573538,-0.09816635,6.7610736,-0.31621295,-0.8697683,6.7561164,-0.14794004,-0.14472559,6.7352934,-0.35809734,-0.9390431,6.7356033,-0.07866517,-0.17835903,6.7036242
99,-0.37217376,0.0566815,7.0250225,-0.29634595,0.13480848,7.0549164,-0.41488406,0.15568389,6.999809,-0.40490294,-0.043441743,7.050446,-0.044489413,0.31030884,6.8306537,-0.45481694,0.45961773,6.7634006,-0.4007002,-0.1630558,6.9867563,-0.095727175,0.7011461,6.8985505,-0.35203263,0.7809173,6.9781976,-0.40283567,-0.2111443,6.955798,0.015137225,0.72669744,6.830032,-0.3408705,0.8628737,6.8741884,-0.46949652,-0.4064662,6.901592,-0.38218716,-0.35334134,6.964728,-0.51068914,-0.29376578,6.9073296,-0.44272453,-0.46967405,6.8533077,-0.32693508,-0.42545652,6.949139,-0.5570707,-0.26415992,6.8268642,-0.24681407,-0.6622087,6.878321,-0.38607022,-0.0899775,6.761632,-0.3004014,-0.86930406,6.756318,-0.13659641,-0.12679636,6.7362924,-0.34019688,-0.93993855,6.736289,-0.064221114,-0.15389317,6.7052965
100,-0.36540797,0.057256177,7.015204,-0.28911343,0.13496697,7.044995,-0.40784085,0.15652093,6.99056,-0.39841652,-0.0428243,7.0404334,-0.038396746,0.30850965,6.8179493,-0.4480767,0.46025613,6.753948,-0.39426082,-0.16208741,6.9760866,-0.08212009,0.7011455,6.8805127,-0.34233508,0.78128874,6.9677057,-0.39620003,-0.20988113,6.9446626,0.028789937,0.72393274,6.8110986,-0.32959628,0.8641957,6.864636,-0.4618708,-0.40501145,6.88859,-0.3749174,-0.35205677,6.9523573,-0.50358844,-0.2925559,6.8952613,-0.43444058,-0.468105,6.8405266,-0.31943923,-0.42398408,6.936704,-0.55001163,-0.26207766,6.815146,-0.23828235,-0.6605135,6.866323,-0.3778688,-0.088305205,6.7518544,-0.2883268,-0.8687743,6.7448,-0.1284829,-0.119549125,6.719214,-0.32573342,-0.94092095,6.725573,-0.057531565,-0.14516476,6.683959
101,-0.35333917,0.060145393,7.004906,-0.27729782,0.13826463,7.034273,-0.39621007,0.15915163,6.979982,-0.38590464,-0.039972514,7.0305595,-0.02824375,0.31133568,6.805048,-0.43613106,0.4640531,6.7448215,-0.38093027,-0.15889177,6.9656367,-0.060379088,0.7057322,6.863423,-0.32822126,0.78592944,6.9562135,-0.38265294,-0.2064679,6.9338717,0.05105254,0.72500855,6.793781,-0.31519708,0.86891294,6.853241,-0.44814608,-0.40134928,6.876736,-0.36111704,-0.34865376,6.9406147,-0.49003127,-0.28900746,6.884223,-0.4210636,-0.46485487,6.829019,-0.3055438,-0.4202995,6.9240346,-0.5364861,-0.25779447,6.80441,-0.22469488,-0.6567515,6.8530416,-0.36584932,-0.08174348,6.7433777,-0.2707562,-0.8677237,6.7346616,-0.11537473,-0.10500416,6.712453,-0.30687279,-0.94052887,6.7154503,-0.04239109,-0.12785783,6.679525
102,-0.34035075,0.06272043,6.993079,-0.26454282,0.14052022,7.023864,-0.38301736,0.16198617,6.9688463,-0.373124,-0.037655085,7.0174284,-0.014563262,0.31264436,6.794933,-0.42226666,0.46533245,6.7315702,-0.36722258,-0.15580842,6.9511976,-0.03527537,0.709134,6.843471,-0.31197703,0.7883551,6.939965,-0.36861202,-0.20309964,6.918994,0.075888425,0.7226875,6.772074,-0.29666978,0.8708966,6.836951,-0.43309787,-0.3976976,6.8597836,-0.34685817,-0.3452873,6.9249544,-0.47528955,-0.28549454,6.8676243,-0.40592453,-0.4613869,6.812364,-0.2907442,-0.41656706,6.90862,-0.5210691,-0.25393078,6.787559,-0.20917563,-0.6534195,6.8398185,-0.35426658,-0.0736728,6.7282305,-0.25087774,-0.8692694,6.7288475,-0.1035116,-0.08618212,6.6935844,-0.28244412,-0.9447017,6.711889,-0.030781627,-0.105453014,6.6579175
103,-0.33354673,0.06346749,6.991933,-0.25758862,0.14117494,7.02258,-0.37624127,0.16279618,6.968009,-0.3662918,-0.03692913,7.016233,-0.008676469,0.312709,6.792049,-0.41737577,0.46703595,6.732201,-0.36067846,-0.15502918,6.9498825,-0.024899334,0.7086642,6.846319,-0.3041437,0.7887502,6.941041,-0.362034,-0.20213947,6.9174128,0.08659756,0.72032857,6.7751083,-0.2908668,0.8702831,6.836948,-0.42660737,-0.39649796,6.857516,-0.340402,-0.34436274,6.922952,-0.46871763,-0.28428596,6.865659,-0.39915726,-0.4601122,6.810155,-0.28438625,-0.4157012,6.906537,-0.5141722,-0.25187767,6.7857466,-0.20285231,-0.6522056,6.8365083,-0.348021,-0.06978935,6.7303076,-0.24099225,-0.86858404,6.7252855,-0.09716749,-0.07677528,6.6948304,-0.27078348,-0.94466424,6.708012,-0.024155438,-0.093581975,6.6584997
104,-0.32487655,0.0677876,7.00818,-0.24867836,0.145372,7.038542,-0.36753747,0.16718927,6.9845004,-0.35765427,-0.03257808,7.0325637,0.0022561252,0.3192578,6.8119993,-0.40870786,0.47454917,6.7527804,-0.35152695,-0.1506361,6.9661837,-0.005102277,0.7167369,6.8561034,-0.29010278,0.7983738,6.9552803,-0.3525877,-0.19775769,6.93372,0.10663548,0.7229938,6.7845902,-0.2817478,0.8778602,6.8491135,-0.41601422,-0.39205578,6.872418,-0.3305374,-0.33993343,6.938813,-0.45855942,-0.28001818,6.8807,-0.38790038,-0.45493862,6.8244734,-0.27489942,-0.41174284,6.9231853,-0.50378,-0.24748865,6.800704,-0.19484112,-0.6493809,6.8553257,-0.3397343,-0.06323215,6.746166,-0.22829255,-0.86620677,6.743467,-0.08897576,-0.061422944,6.709399,-0.2563635,-0.94292665,6.7261415,-0.014919341,-0.07398158,6.6734676
105,-0.31269458,0.07217671,7.0006227,-0.23669375,0.14996964,7.0309453,-0.35553747,0.17145038,6.9767356,-0.34528887,-0.028218418,7.0251303,0.014741451,0.32486856,6.8057423,-0.39547125,0.47968644,6.7459655,-0.33825225,-0.1464364,6.9591265,0.017920494,0.7235364,6.8380327,-0.27328068,0.80505776,6.9438,-0.3389865,-0.19349885,6.926568,0.12923577,0.72473264,6.765603,-0.26496783,0.88405895,6.8372684,-0.4014148,-0.38809273,6.8651795,-0.3161096,-0.33555076,6.9314647,-0.44458693,-0.2763104,6.873666,-0.37197816,-0.45071658,6.8176923,-0.26036656,-0.40722892,6.915611,-0.49058634,-0.24306598,6.794411,-0.17968628,-0.64400244,6.845503,-0.3306958,-0.054031104,6.744046,-0.20897533,-0.86169827,6.734168,-0.08041179,-0.043553174,6.7055364,-0.23189846,-0.94054675,6.718952,-0.0063432753,-0.0526855,6.668609
106,-0.306551,0.07394008,6.9972854,-0.23067561,0.15178323,7.027793,-0.34966272,0.17321163,6.973878,-0.33887252,-0.026628673,7.02144,0.020154059,0.32586724,6.8012867,-0.3900429,0.48240885,6.744475,-0.3312772,-0.14478284,6.955384,0.02842635,0.7245519,6.8324475,-0.26575884,0.8091186,6.938768,-0.3319741,-0.19189203,6.922892,0.13965765,0.72343683,6.7598877,-0.25961378,0.88776946,6.831831,-0.39417535,-0.3866436,6.8617735,-0.3087895,-0.33389407,6.9277897,-0.43755412,-0.2749468,6.8703313,-0.3650692,-0.44934112,6.81418,-0.25283518,-0.4053948,6.9118786,-0.48378927,-0.24120289,6.7914257,-0.17351171,-0.6425368,6.8414683,-0.3258276,-0.050221443,6.7423334,-0.19855615,-0.85982853,6.728323,-0.075479105,-0.034231573,6.70621,-0.22084796,-0.9386526,6.712077,-0.00095525384,-0.041970283,6.6698856
